Núm,Projeto,Relator,Atribuído a,Categoria,Data de Envio,Atualizado,Estado,Resumo,Corrigido na Versão,Data Limite,Descrição
0003898,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2019-05-03,2019-05-06,fechado,Correção de cálculo de imposto do IPI,,,"Na entrada de mercadoria o valor da porcentagem de IPI, para o cálculo de custo, deve ser lançado após subtraído o desconto."
0003903,C Projeto GPFB,Isaias,Isaias,[C Projeto GPFB]-[Cat] SPED,2019-05-03,2019-05-06,fechado,"REG: c170 Campos 26 e 32, Base calculo Pos e Cofins",,,"REG: c170 Campos 26 e 32, Base calculo Pos e Cofins"
0003901,C Projeto GPFB,Isaias,Isaias,[C Projeto GPFB]-[Cat] SPED,2019-05-03,2019-05-06,fechado,Os valores do ICMS não estão sendo informado.,,,"SPED REG 170: Foi lançado o ICMS normal mas nao foi no reg C170, campos 13 e 15. Campo 14."
0003908,Suporte,Ronaldo,Ronaldo,Atendimento ao suporte,2019-05-04,2019-05-04,fechado,Problema ao emitir notas de pedido a prazo com títulos,,,"o problema foi que o sistema estava pegando os títulos fora de ordem, foi o primeiro caso que vi acontecer isso, mas o pessoal já fez a correção e não vai acontecer novamente "
0003906,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-05-04,2019-05-04,fechado,Revisão do Form de Grupo de Clientes.,,,Revisão do Form de Grupo de Clientes.
0003854,M Projeto Contagem,Ronaldo,Isaias,Geral,2019-04-29,2019-05-03,fechado,Adicionar coluna de preço de custo nos relatórios,,,Adicionar coluna de preço de custo dos produtos no relatório de contagem
0003870,C Projeto MFE,Jackson,Jackson,.,2019-04-30,2019-05-03,fechado,Chave do mfe sendo salva sem o prefixo CFE,,,"Após atualização para acessar o mfe sem passar pelo integrador, o mesmo está salvando na tabela: RETORNOSATMFE o campo chaveemi sem o prefixo CFE na chave, isso afetou as telas de nota que pesquisam por essa chave"
0003856,Suporte,Ronaldo,Jackson,Atendimento ao suporte,2019-04-29,2019-05-03,fechado,Problema com o MFE,,,"Clea entrou em contato e informou que Walber estava conectado com um cliente que apresentava problema na emissão de MFE, indicando que já tinham feito vários procedimentos e não haviam resolvido o problema e pediu ajuda de alguém 

Cliente Nildo"
0003857,Suporte,Amorim,Davillo,Atendimento ao suporte,2019-04-29,2019-05-03,fechado,Instalacao do MFE ativado em Shampoo e Cia - Crato,,,Levar MFE que está na Sistech para instalar no cliente
0003882,Suporte,Ronaldo,Isaias,Atendimento ao suporte,2019-04-30,2019-05-03,fechado,Problema com emissão de nota de devolução,,,"Ao tentar emitir uma nota de devolução junto com o cliente, Elisangela percebeu que os dados de desconto não estavam indo na nota."
0003873,Suporte,Ronaldo,Isaias,Atendimento ao suporte,2019-04-30,2019-05-03,fechado,Problema com movimentação de produtos,,,"Um produto aparece nas movimentações e não aparece em outros locais, como relatórios entre outros"
0003899,M Projeto Sistel,Ytalo,Ytalo,.,2019-05-03,2019-05-03,fechado,Revisão do Form de Listagem de Programas.,,,Revisão do Form de Listagem de Programas.
0003850,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-04-26,2019-05-03,fechado,Correção na finalização da venda a prazo,,,Quando for finalizar a venda a prazo o sistema deverá preencher o combobox de Tipo da tela de geração de contas com a primeira forma de pagamento a prazo selecionada na tela Formas de Pagamentos.
0003900,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-05-03,2019-05-03,fechado,Revisão do Form de Listagem de Vendedor / Representante.,,,Revisão do Form de Listagem de Vendedor / Representante.
0003869,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2019-04-30,2019-05-03,fechado,Correção na apresentação dos itens de entrada,,,"Corrigir listagem dos itens de entrada no grid, ordenar pelo ipipr."
0003896,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-05-03,2019-05-03,fechado,Correção no Sistel,,,Quando gerado uma senha sem antes selecionar o cliente o sistema dispara um erro.
0003897,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-05-03,2019-05-03,fechado,Correção no Sistel,,,Campo de Numeração na tela de Senha aceita letras.
0003886,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-05-02,2019-05-03,fechado,Correção na venda,,,Quando marcado a permissão para Permitir alterações de notas já emitidas o sistema não deixa fazer as alterações na nota. Disparando um aviso.
0003892,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-05-02,2019-05-03,fechado,Revisão do Form de Login,,,Revisão do Form de Login
0003887,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-05-02,2019-05-03,fechado,Correção no Sistel / Tela de Senha,,,Quando entro na tela de senha e logo após pressiono o botão de confirmar o sistema dispara um erro. 
0003885,Programação,Amorim,Jackson,Atendimento ao suporte,2019-05-02,2019-05-03,fechado,Nao encontra a pastas \SAT\Schemas mesmo estando presente,,,Nao encontra a pastas \SAT\Schemas mesmo estando presente
0003895,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-05-03,2019-05-03,fechado,Correção no Sistel,,,O campo de Data da tela de Atendimentos Arquivados será necessário fazer o Cast da data e da hora na tabela de atendimentos arquivados.
0003890,Suporte,Ronaldo,Isaias,Atendimento ao suporte,2019-05-02,2019-05-03,fechado,Problema com nota de devolução - diferença entre valoes,,,"Clea informou que a GIGI ao tentar emitir uma nota de devolução a mesma apresentava valores divergentes, informou também que havia identificado onde estava o erro só não conseguia resolver"
0003893,Suporte,Tiago,Tiago,.,2019-05-02,2019-05-03,fechado,Divergência de valores entre os relatórios de Comissão por vendedor e Mapa de Vendas,,,Os valores dos relatórios não batem em determinados períodos.
0003894,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-05-03,2019-05-03,fechado,Correção no Sistel,,,"Quando realizada uma busca por Atendimentos Arquivados por data o sistema retorna, mas se apagar a data o sistema não limpa a busca anterior."
0003891,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-05-02,2019-05-03,fechado,Correção no Sistel,,,Quando a listagem de atendimentos na tela principal estiver vazia e for clicado duas vezes nos títulos o sistema abre a tela de cadastro de atendimento e logo após dispara um erro.
0003889,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-05-02,2019-05-03,fechado,Correção no Sistel,,,Erro quando consulta atendimentos arquivados por data.
0003888,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-05-02,2019-05-02,fechado,Revisão do Form de Atendimentos Arquivados.,,,Revisão do Form de Atendimentos Arquivados.
0003881,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Não está limpando o ultimo atendimento,,,No cadastro de atendimento o sistema não limpa o último atendimento.
0003803,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-12,2019-05-02,fechado,Correção no Sistel - erro cadastro vendedor/representante,,,"Caso seja aberto o form de cadastro de vendedor/representante e só clicado em salvar, sem preencher nada, o sistema dispara um erro."
0003874,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Revisão do Form de Listagem de Clientes.,,,Revisão do Form de Listagem de Clientes.
0003875,M Projeto Sistel,Ytalo,Ronaldo,[M Projeto Sistel]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Adicionar função para copiar o código gerado do token manual ao clicar no código gerado.,,,Adicionar função para copiar o código gerado do token manual ao clicar no código gerado.
0003876,M Projeto Sistel,Ytalo,Ronaldo,[M Projeto Sistel]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Adicionar cursor crHandPoint ao titulo das colunas do form principal de atendimentos.,,,Adicionar cursor crHandPoint ao titulo das colunas do form principal de atendimentos.
0003880,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Correção no Sistel,,,"Na tela de Atendimentos Arquivados, quando busco por protocolo o sistema preenche o campo de cliente, mas quando apago o campo de cliente o sistema não apaga o de protocolo."
0003879,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Correção no Sistel,,,Quando tento excluir um cliente o sistema dispara um erro.
0003878,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Problema na busca,,,O sistema só retorna o que foi buscado se a string for exatamente igual.
0003815,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-16,2019-05-02,fechado,Correção no Sistel,,,"Na tela de bloqueio do usuário ele mostra dois botões, deixar só um."
0003883,M Projeto GPFB,Ronaldo,Isaias,[M Projeto GPFB]-[Cat] Saída por Devolução,2019-04-30,2019-05-02,fechado,Corrigir salvamento da informações do cabeçalho no fechamento do pedido,,,"Após clicar no botão finalizar lançamentos o sistema deve salvar o resto das informações, hoje o sistema salva apenas quando lança o primeiro item "
0003877,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Correção no Módulo de Etiquetas,,,"Na listagem de produtos para impressão de etiquetas, se pressionar a tecla de Del o sistema dispara um erro. Segue em anexo."
0003872,C Projeto Site,Ytalo,Ytalo,[C Projeto Site]-[Cat] Geral,2019-04-30,2019-05-02,fechado,Subir arquivos da tabela IBPT 2019-1B e atualizar banner no site.,,,Subir arquivos da tabela IBPT 2019-1B e atualizar banner no site.
0003809,Suporte,Ronaldo,Tiago,Atendimento ao suporte,2019-04-16,2019-04-30,fechado,Erro ao consultar cessão - Samia,,,Tiago se deslocou para ajudar na solução do erro
0003884,Suporte,Ronaldo,Ronaldo,Atendimento ao suporte,2019-04-30,2019-04-30,fechado,Erro ao emitir nota referenciada,,,"O sistema retorno o erro da sefaz informando inconsistência com o pis e cofins
cliente Gás Medeiros"
0003851,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-04-26,2019-04-30,fechado,Módulo de etiquetas,,,"O sistema permite lançar as etiquetas para impressão, mesmo quando o número de etiquetas estão zerados."
0003868,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,"Revisão do Form Principal - pt10 - Adicionado estado de ativo aos inputs, botões e grid.",,,"Revisão do Form Principal - pt10 - Adicionado estado de ativo aos inputs, botões e grid."
0003867,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt9 - Corrigido espaçamento e cores dos inputs e botões na geração do token.,,,Revisão do Form Principal - pt9 - Corrigido espaçamento e cores dos inputs e botões na geração do token.
0003866,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt8 - Removido contantes que armazenavam as cores do grid e estado ativo dos inputs no código...,,,Revisão do Form Principal - pt8 - Removido contantes que armazenavam as cores do grid e estado ativo dos inputs no código e adicionado a nova função para o gerenciamento das cores.
0003865,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt7 - Alimentado função que gerencia as cores com as principais cores utilizadas no Sistel.,,,Revisão do Form Principal - pt7 - Alimentado função que gerencia as cores com as principais cores utilizadas no Sistel.
0003864,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt6 - Adicionado função para gerenciar a nossa própria paleta de cores.,,,Revisão do Form Principal - pt6 - Adicionado função para gerenciar a nossa própria paleta de cores.
0003863,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt5 - Corrigido cores de status para o grid de atendimentos.,,,Revisão do Form Principal - pt5 - Corrigido cores de status para o grid de atendimentos.
0003862,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt4 - Corrigido cor da borda de todos os elementos.,,,Revisão do Form Principal - pt4 - Corrigido cor da borda de todos os elementos.
0003861,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt3 - Corrigido espaçamento do input Pesquisar na listagem de atendimentos.,,,Revisão do Form Principal - pt3 - Corrigido espaçamento do input Pesquisar na listagem de atendimentos.
0003860,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt2 - Removido ícones de data e hora da Legenda de informações sobre a versão do sistel.,,,Revisão do Form Principal - pt2 - Removido ícones de data e hora da Legenda de informações sobre a versão do sistel.
0003859,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-29,2019-04-30,fechado,Revisão do Form Principal - pt1 - Corrigido tamanho e espaçamento dos botões e ícones do menu principal.,,,Revisão do Form Principal - pt1 - Corrigido tamanho e espaçamento dos botões e ícones do menu principal.
0003824,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Geral,2019-04-22,2019-04-30,fechado,Correção na entrada de Mercadoria,,,"Ao ser realizada uma entrada de mercadoria por importação de XML, e é necessário interromper o processo, quando voltar na entrada iniciada anteriormente e clicar em importar os itens do XML o sistema está duplicando os valores e alterando a posição dos itens no Grid de apresentação."
0003808,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Geral,2019-04-16,2019-04-29,fechado,Remover criação de forms do source do projeto GP,,,Remover forms da criação padrão do GP adicionadas durante a criação das telas em questão
0003842,Suporte,Ronaldo,Jackson,Atendimento ao suporte,2019-04-25,2019-04-29,fechado,Problema com MFE após atualização,,,"O sistema estava solicitando uma dll do mfe que após realizar procedimentos de copia da mesma para as pastas indicadas, Clea informou que ainda estava ocorrendo erro, pedi para que Jackson se deslocasse até lá apra resolver"
0003817,C Projeto GPFB,Jackson,Jackson,[C Projeto GPFB]-[Cat] Outras,2019-04-17,2019-04-29,fechado,Remoção de forms do auto-create do delphi,,,"Remover os forms: telaSql e unPesquisa pois a auto criação desses módulos sobrecarrega o sistema, devem ser criados apenas durante a utilização."
0003855,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-04-29,2019-04-29,fechado,Correção no textos das permissões,,,Falta o número da última permissão da aba de Estoque.
0003843,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] SNGPC,2019-04-25,2019-04-29,fechado,Correção no médulo do SNGPC,,,Quando acessado o módulo do SNGPC e logo após clicar em Corrigir Inconsistências o sistema dispara um erro.
0003827,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-04-23,2019-04-29,fechado,Correção na venda SNGPC,,,"Quando realizada uma venda para o sistema configurado como Farmácia usando o SNGPC, será informado o produto e logo após o sistema irá pedi as informações do lote e da quantidade, caso seja necessário realizar alguma alteração no lançamento do lote o sistema considera as informações anteriores e está fazendo o calculo incorreto na retirada de saldo do lote."
0003841,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] SNGPC,2019-04-25,2019-04-29,fechado,Correção no Módulo de SNGPC,,,"Quando acessar o módulo do SNGPC, que listar as movimentações, o usuário pode pedir para abrir detalhes, onde pode alterar algumas informações do SNGPC, menos as informações das vendas dos produtos, como, Medicamento, Registro MS, Lote e Quant."
0003847,M Projeto Contagem,Amorim,Isaias,Geral,2019-04-26,2019-04-29,fechado,Incluir produtos através de leitor ótico de código de barras,,,"Incluir produtos através de leitor ótico de código de barras, incrementando em uma unidade a cada leitura, dispensando a digitação da quantidade.(o programa deve estar previamente configurado para esta modalidade de entrada de dados)"
0003848,M Projeto Contagem,Amorim,Isaias,Geral,2019-04-26,2019-04-29,fechado,Criar configuração para alterar forma de entrada de itens contados,,,"Criar configuração para alterar forma de entrada de itens contados de modo que permita comutar entre a forma atual onde se digita o código ou nome do produto e em seguida a quantidade, e uma outra forma onde seja lido o código de barras do produto através de leito ótico e a quantidade seja automaticamente incrementada em uma unidade a cada leitura.
"
0003849,M Projeto Contagem,Amorim,Isaias,Geral,2019-04-26,2019-04-29,fechado,Incluir os campos [código de barras/referencia] e [marca] nos relatórios de conferência de contagem,,,Incluir os campos [código de barras/referencia] e [marca] nos relatórios de conferência de contagem
0003846,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2019-04-26,2019-04-26,fechado,Correção no relacionamento com o fornecedor,,,Quando sai do campo de código de barra com o campo vazio o sistema dispara avisando que o código não é válido.
0003836,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Geral,2019-04-24,2019-04-26,fechado,Melhoria na Aba de TRANSPORTADOR/VOLUMES - NFC-E,,,Ajustar placa para o padrão Mercosul.
0003835,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-04-24,2019-04-26,fechado,Melhoria para o Relatório de Relação de Veículos (MDF-e),,,Ajustar exibição da placa dos veículos listados para o padrão do Mercosul.
0003833,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Geral,2019-04-24,2019-04-26,fechado,Melhoria para o Cadastro de Reboques - MDF-e,,,Ajustar placa para o padrão Mercosul.
0003832,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Geral,2019-04-24,2019-04-26,fechado,Melhoria para o Cadastro de Veículos - MDF-e,,,Ajustar placa para o padrão Mercosul.
0003834,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Geral,2019-04-24,2019-04-26,fechado,Melhoria para o Cadastro de Transportadora,,,Ajustar placa para o padrão Mercosul.
0003831,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Geral,2019-04-24,2019-04-26,fechado,Correção na Nota de Devolução,,,"Caso seja realizada uma nota de devolução, irei informar o cabeçalho e logo depois irei para a tela de lançamento de itens. O item tem saldo 50, será devolvido os 50, mas caso lance o item com a quantidade 25, por exemplo, e depois realize a alteração, informando que quero devolver os 50 o sistema dispara um aviso falando que não há saldo para a operação."
0003797,Suporte,Claudio,,.,2019-04-11,2019-04-25,fechado,Programa não inicia após atualização dos fontes - erro script,,,Programa não inicia após atualização dos fontes.
0003838,Programação,Amorim,Claudio,[Programação]-[Cat] Geral,2019-04-24,2019-04-25,fechado,Rotina de BKP do SVN,,,Rotina de BKP do SVN a pedido de Taumar.
0003839,Suporte,Ronaldo,Jackson,Atendimento ao suporte,2019-04-25,2019-04-25,fechado,Problema com entrada de mercadoria,,,"O problema ocorreu por conta da importação do xml na entrada de  mercadoria, onde o usuário entrava na nota, começa importar os produtos e existia algum não cadastrado, ele deixava para concluir depois, ao entrar novamente o usuário colocava novamente para importar, nisso o sistema importava tudo novamente duplicando os valores já existentes.
Quando o usuário tentava cancelar a nota o sistema demora muito para cancelar, mesmo explicando que a solução não seria possível através da ida de alguém até o suporte Clea insistiu"
0003837,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-24,2019-04-25,fechado,Criação do leiaute da página de Cadastro de Grupos de Clientes com novo padrão de design no Delphi.,,,Criação do leiaute da página de Cadastro de Grupos de Clientes com novo padrão de design no Delphi.
0003812,M Projeto Sistel,Ytalo,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-16,2019-04-25,fechado,Criação do leiaute da página de Controle de Programas com novo padrão de design no Delphi.,,,Criação do leiaute da página de Controle de Programas com novo padrão de design no Delphi.
0003830,C Projeto Site,Ytalo,Ytalo,[C Projeto Site]-[Cat] Geral,2019-04-23,2019-04-24,fechado,Lentidão ao carregar a página do leiame com poucas versões cadastradas.,,,Lentidão ao carregar a página do leiame com poucas versões cadastradas.
0003829,M Projeto Site,Ytalo,Ytalo,[M Projeto Site]-[Cat] Geral,2019-04-23,2019-04-23,fechado,Adicionar ao itens do leiame a opção para anexar imagens e arquivos pdf.,,,Adicionar ao itens do leiame a opção para anexar imagens e arquivos pdf.
0003826,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-04-23,2019-04-23,fechado,Correção na venda SNGPC,,,"Caso seja realizado uma venda com SNGPC, será informado o produto e logo após o sistema irá pedir a informação do lote e a quantidade que será usada, caso essa quantidade não seja a informada na tela anterior o sistema pega todas as informações do SNGPC para só assim avisar ao usuário que a quantidade está diferente. A correção refere-se a avisar ao usuário sobre a quantidade logo após a saída do campo de quantidade."
0003810,M Projeto GPFB,Ronaldo,Davillo,[M Projeto GPFB]-[Cat] Contas a Pagar,2019-04-16,2019-04-23,fechado,Ampliar tamanho de campo do código do título,,,"Quando sistema gera o código do título ele usa o número da nota + a parcela
hoje realizei um atendimento junto com o pessoal de Wilson onde o número da nota era 350110880, o que provocou um erro de validação da chave primária do banco, pois a tela tentava inserir o valor 350110880 que contém 9 dígitos junto com a parcela que seria -1, o capo limita a quantidade baseado na condição do tamanho do campo no banco e deixa o valor da seguinte forma 350110880- para todos os títulos"
0003799,Suporte,Amorim,Tiago,Atendimento ao suporte,2019-04-11,2019-04-23,fechado,Erro na importação de itens na nota de entrada,,,Acompanhar o suporte para identificar erro na importação de item na nota de compra
0003776,Suporte,Isaias,Isaias,Inventario,2019-04-11,2019-04-23,fechado,Inventario de Jac Distribuidora,,,Clea pediu para fazer o inventario da Jac Distribuidora. 
0003802,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Geral,2019-04-12,2019-04-23,fechado,Adicionar alteração de nota técnica para adição de responsável técnico,,,Adicionar alteração de nota técnica para adição de responsável técnico 
0003819,C Projeto GPFB,Matheus,Jackson,[C Projeto GPFB]-[Cat] Geral,2019-04-17,2019-04-23,fechado,Correção na emissão de MF-e para vendas pagas em cartões diferentes,,,"Quando realizada uma venda que tenha formas de pagamentos iguais mas repetidas, o sistema não apresenta os valores de cada uma forma de pagamento separadamente nas telas de informações do POS."
0003820,C Projeto TEF,Jackson,Jackson,[C Projeto TEF]-[Cat] Geral,2019-04-18,2019-04-23,fechado,Loop no cancelamento da transação TEF,,,"Durante o cancelamento da venda o sistema pede para cancelar a transação do tef, ao fazer o cancelamento o sistema pede novamente sendo que só houve um pagamento na mesma. "
0003828,M Projeto GPFB,Ronaldo,Claudio,[M Projeto GPFB]-[Cat] Emissão de NFe,2019-04-23,2019-04-23,fechado,Adiconar configuração para selecionar opção de cálculo de substituição,,,Adicionar configuração que permita a empresas simples nacional a seleção do modo de cálculo do imposto de substituição tributária
0003796,Suporte,Claudio,Claudio,Atendimento ao suporte,2019-04-11,2019-04-23,fechado,Teste NFe com ICMSST para SN,,,Teste de cálculo do ICMSST em empresas do Simples Nacional.
0003822,M Projeto GPFB,Jackson,Jackson,[M Projeto GPFB]-[Cat] Relatórios,2019-04-18,2019-04-23,fechado,Remover filtros no relatório de DAV que causam ambiguidade,,,As opções: exibir somente importados no gp (GP) e situação da importação (PDV)não eram usadas no sql e geram confusão na hora de gerar o relatório.
0003821,C Projeto GPFB,Jackson,Jackson,[C Projeto GPFB]-[Cat] Outras,2019-04-18,2019-04-23,fechado,Erro de vazamento de memória,,,"Ao entrar no sistema todos os datasets da table_info são percorridos e são criados um objeto para cada dataset, para serem usados nos cadastros do sistema. Porém ao sair do sistema os mesmos objetos não são liberados da memória.
"
0003814,Suporte,Ronaldo,Jackson,Atendimento ao suporte,2019-04-16,2019-04-23,fechado,Problema com DAVs,,,Solicitação para solução de problemas com davs
0003755,M Projeto MFE,Amorim,Jackson,.,2019-04-01,2019-04-23,fechado,Refazer processo de venda do mfe no gp que usa a dll para acesso direto ao MFE sem passar pelo Integrador,,,Refazer todo o processo do mfe no gp para se adequar a nova versão do integrador que usa a dll diretamente no processo de venda
0003746,C Projeto GPFB,Amorim,Isaias,[C Projeto GPFB]-[Cat] SNGPC,2019-03-27,2019-04-23,fechado,"Quando o cupom fiscal eletrônico (CF-e) é cancelado, em alguns casos o saldo do lote não é atualizado",,,"Este caso foi detectado na Farmácia Menino Deus, através do contato Leo, informou que hou um cancelamento de venda de CF-e, o saldo geral retornou mas o saldo de lotes se manteve no mesmo valor que antes do cancelamento.
Ao acessar a base foi percebido que a rotina de cancelamento excluiu o registro correspondente à venda na tabela [SNGPCMOV] que serve de base para construção do XML a ser transmitido mas não fez o mesmo na tabela [IN01LOT] que atualiza os saldos de estoque dos lotes na tabela [IN01SLT] através de disparadores."
0003823,Suporte,Isaias,Isaias,Treinamento,2019-04-22,2019-04-22,fechado,Treinamento no crato casa de carne são jose,,,Treinamento no crato na casa de carne são jose 12:00
0003807,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Outras Entradas / Saídas,2019-04-15,2019-04-22,fechado,Correção na devolução quando ocorre saída bruta.,,,"Ao realizar um pedido de Outras saídas para fornecedor e ocorre uma saída bruta, ao retornar ao pedido o sistema colocou o código do fornecedor como código do cliente e não grava o cabeçalho no DEV. "
0003818,C Projeto GPFB,Isaias,Isaias,[C Projeto GPFB]-[Cat] SPED,2019-04-17,2019-04-18,fechado,Erro no valor das notas de entrada,,,Na nota de entrada tá somando o valor do ipi duas vezes no valor da nota
0003811,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Geral,2019-04-16,2019-04-17,fechado,Melhoria para a tela de F11 - Ordens de Serviços,,,"Na tela de F11 - Ordens de Serviços, criar um combobox para seleção da data de termino ou de entrada."
0003771,M Projeto Sistel,Amorim,Ytalo,[M Projeto Sistel]-[Cat] Geral,2019-04-09,2019-04-16,fechado,Criação do leiaute da página Relatórios com novo padrão de design no Delphi.,,,"Criar o form unRelatorios com novo padrão design no Delphi para o Sistel.
"
0003805,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-04-15,2019-04-16,fechado,Melhoria para o relatório de OS por Período.,,,"No relatório de OS Por Período, criar um combobox para seleção da data de termino ou de entrada."
0003801,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Geral,2019-04-12,2019-04-16,fechado,Criar cadastro de controle de notas técnicas,,,"Criar cadastro de controle de notas técnicas, onde o desenvolvedor deverá informar as notas técnicas, quais estados e a data em que ela entrará em vigor, assim ao desenvolver a modificação para aquela nota o desenvolvedor poderá depois informar prorrogação do prazo e/ou estado em vigor sem precisar alterar o código do sistema para isso"
0003762,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-04-08,2019-04-15,fechado,Problema na venda à prazo,,,"Caso seja realizado uma venda à prazo e ao finalizá-la seja informado uma forma de pagamento configurada como a vista, esse valor será considerado como entrada, gerando um título de entrada já dado baixa, logo, caso o usuário não tenha permissão para dar baixa em títulos, o sistema deverá pedir permissão a um usuário que tenha a permissão de baixar títulos."
0003766,M Projeto GPFB,Amorim,Isaias,[M Projeto GPFB]-[Cat] STH Mobile,2019-04-09,2019-04-12,fechado,Incluir a soma dos pesos bruto e liquido na importação do pedido mobile,,,Incluir a soma dos pesos bruto e liquido na importação do pedido mobile para facilitar o carregamento para os caminhões. Solicitado por Casa do Campo.
